EPNUM,RTYPE,GQTYPE,RELSHIP,QSEX,QAGE,CENHISP,CENRACE,LIVE_ALONE,NUMRACE,PGQSHRT,GQTYPE_PL,VOTING_AGE,TABBLKST,TABBLKCOU,TABTRACTCE,TABBLK,TABBLKGRPCE,AIANNHCE,AIANNHFP,AIANNHNS,AIHHTLI,ANRCFP,ANRCNS,AREALAND,AREAWATER,AREAWATERCSTL,AREAWATERGRLK,AREAWATERINLD,AREAWATERTSEA,CBSAFP,CD116FP,CNECTAFP,CONCITFP,CONCITNS,COUNTYFS,COUNTYNS,COUSUBFP,COUSUBFS,COUSUBNS,CSAFP,DIVISIONCE,ESTATEFP,ESTATENS,INTPTLAT,INTPTLON,LWBLKTYP,MEMI,METDIVFP,NECTADIVFP,NECTAFP,NMEMI,PCICBSA,PCINECTA,PLACEFP,PLACEFS,PLACENS,PUMA,REGIONCE,SDELMLEA,SDSECLEA,SDUNILEA,SLDLST,SLDUST,STATENS,SUBMCDFP,SUBMCDNS,TBLKGRPCE,TRIBALSUBCE,TRIBALSUBFP,TRIBALSUBNS,TTRACTCE,UACE,UATYP,UGACE,UR,VTDST,ZCTA5CE
5658,3,000,30,1,24,1,02,2,1,0,0,2,13,063,040634,1010,1,9999,99999,99999999,9,99999,99999999,463586,0,0,0,0,0,12060,13,999,99999,99999999,A,01672399,91620,S,01936340,122,5,99999,99999999,+33.5198954,-084.3715766,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02302,3,99999,99999,01230,075,034,01705317,99999,99999999,9,999,99999,99999999,999999,03817,U,99999,U,00JB10,30238
5659,3,000,30,1,24,1,02,2,1,0,0,2,13,063,040634,1010,1,9999,99999,99999999,9,99999,99999999,463586,0,0,0,0,0,12060,13,999,99999,99999999,A,01672399,91620,S,01936340,122,5,99999,99999999,+33.5198954,-084.3715766,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02302,3,99999,99999,01230,075,034,01705317,99999,99999999,9,999,99999,99999999,999999,03817,U,99999,U,00JB10,30238
5660,3,000,30,1,27,1,02,2,1,0,0,2,13,063,040634,1010,1,9999,99999,99999999,9,99999,99999999,463586,0,0,0,0,0,12060,13,999,99999,99999999,A,01672399,91620,S,01936340,122,5,99999,99999999,+33.5198954,-084.3715766,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02302,3,99999,99999,01230,075,034,01705317,99999,99999999,9,999,99999,99999999,999999,03817,U,99999,U,00JB10,30238
5661,3,000,30,1,43,1,02,2,1,0,0,2,13,063,040634,1010,1,9999,99999,99999999,9,99999,99999999,463586,0,0,0,0,0,12060,13,999,99999,99999999,A,01672399,91620,S,01936340,122,5,99999,99999999,+33.5198954,-084.3715766,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02302,3,99999,99999,01230,075,034,01705317,99999,99999999,9,999,99999,99999999,999999,03817,U,99999,U,00JB10,30238
5662,3,000,30,2,1,1,02,2,1,0,0,1,13,063,040634,1010,1,9999,99999,99999999,9,99999,99999999,463586,0,0,0,0,0,12060,13,999,99999,99999999,A,01672399,91620,S,01936340,122,5,99999,99999999,+33.5198954,-084.3715766,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02302,3,99999,99999,01230,075,034,01705317,99999,99999999,9,999,99999,99999999,999999,03817,U,99999,U,00JB10,30238
5663,3,000,30,2,1,1,02,2,1,0,0,1,13,063,040634,1010,1,9999,99999,99999999,9,99999,99999999,463586,0,0,0,0,0,12060,13,999,99999,99999999,A,01672399,91620,S,01936340,122,5,99999,99999999,+33.5198954,-084.3715766,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02302,3,99999,99999,01230,075,034,01705317,99999,99999999,9,999,99999,99999999,999999,03817,U,99999,U,00JB10,30238
5664,3,000,30,2,3,1,02,2,1,0,0,1,13,063,040634,1010,1,9999,99999,99999999,9,99999,99999999,463586,0,0,0,0,0,12060,13,999,99999,99999999,A,01672399,91620,S,01936340,122,5,99999,99999999,+33.5198954,-084.3715766,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02302,3,99999,99999,01230,075,034,01705317,99999,99999999,9,999,99999,99999999,999999,03817,U,99999,U,00JB10,30238
5665,3,000,30,2,3,1,02,2,1,0,0,1,13,063,040634,1010,1,9999,99999,99999999,9,99999,99999999,463586,0,0,0,0,0,12060,13,999,99999,99999999,A,01672399,91620,S,01936340,122,5,99999,99999999,+33.5198954,-084.3715766,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02302,3,99999,99999,01230,075,034,01705317,99999,99999999,9,999,99999,99999999,999999,03817,U,99999,U,00JB10,30238
5666,3,000,30,2,3,2,06,2,1,0,0,1,13,063,040634,1010,1,9999,99999,99999999,9,99999,99999999,463586,0,0,0,0,0,12060,13,999,99999,99999999,A,01672399,91620,S,01936340,122,5,99999,99999999,+33.5198954,-084.3715766,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02302,3,99999,99999,01230,075,034,01705317,99999,99999999,9,999,99999,99999999,999999,03817,U,99999,U,00JB10,30238
5667,3,000,20,2,26,1,01,2,1,0,0,2,42,107,003100,2027,2,9999,99999,99999999,9,99999,99999999,6122,0,0,0,0,0,39060,09,999,99999,99999999,A,01213685,57184,F,01215561,999,2,99999,99999999,+40.6556538,-076.1023287,L,2,99999,99999,99999,9,N,N,57184,A,01215561,02600,1,99999,99999,03870,124,029,01779798,99999,99999999,9,999,99999,99999999,999999,79973,U,99999,U,000850,17961
5668,3,000,20,2,29,1,01,2,1,0,0,2,42,107,003100,2027,2,9999,99999,99999999,9,99999,99999999,6122,0,0,0,0,0,39060,09,999,99999,99999999,A,01213685,57184,F,01215561,999,2,99999,99999999,+40.6556538,-076.1023287,L,2,99999,99999,99999,9,N,N,57184,A,01215561,02600,1,99999,99999,03870,124,029,01779798,99999,99999999,9,999,99999,99999999,999999,79973,U,99999,U,000850,17961
5669,3,000,20,2,29,1,01,2,1,0,0,2,42,107,003100,2027,2,9999,99999,99999999,9,99999,99999999,6122,0,0,0,0,0,39060,09,999,99999,99999999,A,01213685,57184,F,01215561,999,2,99999,99999999,+40.6556538,-076.1023287,L,2,99999,99999,99999,9,N,N,57184,A,01215561,02600,1,99999,99999,03870,124,029,01779798,99999,99999999,9,999,99999,99999999,999999,79973,U,99999,U,000850,17961
5670,3,000,21,1,45,2,01,2,1,0,0,2,42,107,003100,2027,2,9999,99999,99999999,9,99999,99999999,6122,0,0,0,0,0,39060,09,999,99999,99999999,A,01213685,57184,F,01215561,999,2,99999,99999999,+40.6556538,-076.1023287,L,2,99999,99999,99999,9,N,N,57184,A,01215561,02600,1,99999,99999,03870,124,029,01779798,99999,99999999,9,999,99999,99999999,999999,79973,U,99999,U,000850,17961
5671,3,000,21,1,50,2,01,2,1,0,0,2,42,107,003100,2027,2,9999,99999,99999999,9,99999,99999999,6122,0,0,0,0,0,39060,09,999,99999,99999999,A,01213685,57184,F,01215561,999,2,99999,99999999,+40.6556538,-076.1023287,L,2,99999,99999,99999,9,N,N,57184,A,01215561,02600,1,99999,99999,03870,124,029,01779798,99999,99999999,9,999,99999,99999999,999999,79973,U,99999,U,000850,17961
5672,3,000,21,2,27,1,01,2,1,0,0,2,42,107,003100,2027,2,9999,99999,99999999,9,99999,99999999,6122,0,0,0,0,0,39060,09,999,99999,99999999,A,01213685,57184,F,01215561,999,2,99999,99999999,+40.6556538,-076.1023287,L,2,99999,99999,99999,9,N,N,57184,A,01215561,02600,1,99999,99999,03870,124,029,01779798,99999,99999999,9,999,99999,99999999,999999,79973,U,99999,U,000850,17961
5673,3,000,21,2,31,1,01,2,1,0,0,2,42,107,003100,2027,2,9999,99999,99999999,9,99999,99999999,6122,0,0,0,0,0,39060,09,999,99999,99999999,A,01213685,57184,F,01215561,999,2,99999,99999999,+40.6556538,-076.1023287,L,2,99999,99999,99999,9,N,N,57184,A,01215561,02600,1,99999,99999,03870,124,029,01779798,99999,99999999,9,999,99999,99999999,999999,79973,U,99999,U,000850,17961
5674,3,000,21,2,32,1,01,2,1,0,0,2,42,107,003100,2027,2,9999,99999,99999999,9,99999,99999999,6122,0,0,0,0,0,39060,09,999,99999,99999999,A,01213685,57184,F,01215561,999,2,99999,99999999,+40.6556538,-076.1023287,L,2,99999,99999,99999,9,N,N,57184,A,01215561,02600,1,99999,99999,03870,124,029,01779798,99999,99999999,9,999,99999,99999999,999999,79973,U,99999,U,000850,17961
5675,3,000,21,2,33,1,01,2,1,0,0,2,42,107,003100,2027,2,9999,99999,99999999,9,99999,99999999,6122,0,0,0,0,0,39060,09,999,99999,99999999,A,01213685,57184,F,01215561,999,2,99999,99999999,+40.6556538,-076.1023287,L,2,99999,99999,99999,9,N,N,57184,A,01215561,02600,1,99999,99999,03870,124,029,01779798,99999,99999999,9,999,99999,99999999,999999,79973,U,99999,U,000850,17961
5676,3,000,21,2,33,1,01,2,1,0,0,2,42,107,003100,2027,2,9999,99999,99999999,9,99999,99999999,6122,0,0,0,0,0,39060,09,999,99999,99999999,A,01213685,57184,F,01215561,999,2,99999,99999999,+40.6556538,-076.1023287,L,2,99999,99999,99999,9,N,N,57184,A,01215561,02600,1,99999,99999,03870,124,029,01779798,99999,99999999,9,999,99999,99999999,999999,79973,U,99999,U,000850,17961
5677,3,000,25,1,19,2,06,2,1,0,0,2,06,073,008800,2004,2,9999,99999,99999999,9,99999,99999999,5570,0,0,0,0,0,41740,53,999,99999,99999999,A,00277301,92780,S,01935283,999,9,99999,99999999,+32.7816200,-117.1677964,L,1,99999,99999,99999,9,Y,N,66000,A,02411782,07315,4,99999,99999,34320,079,039,01779778,99999,99999999,9,999,99999,99999999,999999,78661,U,99999,U,,92111
5678,3,000,25,1,36,2,06,2,1,0,0,2,06,073,008800,2004,2,9999,99999,99999999,9,99999,99999999,5570,0,0,0,0,0,41740,53,999,99999,99999999,A,00277301,92780,S,01935283,999,9,99999,99999999,+32.7816200,-117.1677964,L,1,99999,99999,99999,9,Y,N,66000,A,02411782,07315,4,99999,99999,34320,079,039,01779778,99999,99999999,9,999,99999,99999999,999999,78661,U,99999,U,,92111
5679,3,000,25,2,1,1,01,2,1,0,0,1,06,073,008800,2004,2,9999,99999,99999999,9,99999,99999999,5570,0,0,0,0,0,41740,53,999,99999,99999999,A,00277301,92780,S,01935283,999,9,99999,99999999,+32.7816200,-117.1677964,L,1,99999,99999,99999,9,Y,N,66000,A,02411782,07315,4,99999,99999,34320,079,039,01779778,99999,99999999,9,999,99999,99999999,999999,78661,U,99999,U,,92111
5680,3,000,25,2,1,2,06,2,1,0,0,1,06,073,008800,2004,2,9999,99999,99999999,9,99999,99999999,5570,0,0,0,0,0,41740,53,999,99999,99999999,A,00277301,92780,S,01935283,999,9,99999,99999999,+32.7816200,-117.1677964,L,1,99999,99999,99999,9,Y,N,66000,A,02411782,07315,4,99999,99999,34320,079,039,01779778,99999,99999999,9,999,99999,99999999,999999,78661,U,99999,U,,92111
5681,3,000,25,2,1,2,06,2,1,0,0,1,06,073,008800,2004,2,9999,99999,99999999,9,99999,99999999,5570,0,0,0,0,0,41740,53,999,99999,99999999,A,00277301,92780,S,01935283,999,9,99999,99999999,+32.7816200,-117.1677964,L,1,99999,99999,99999,9,Y,N,66000,A,02411782,07315,4,99999,99999,34320,079,039,01779778,99999,99999999,9,999,99999,99999999,999999,78661,U,99999,U,,92111
5682,3,000,25,2,2,2,07,2,2,0,0,1,06,073,008800,2004,2,9999,99999,99999999,9,99999,99999999,5570,0,0,0,0,0,41740,53,999,99999,99999999,A,00277301,92780,S,01935283,999,9,99999,99999999,+32.7816200,-117.1677964,L,1,99999,99999,99999,9,Y,N,66000,A,02411782,07315,4,99999,99999,34320,079,039,01779778,99999,99999999,9,999,99999,99999999,999999,78661,U,99999,U,,92111
5683,3,000,25,2,2,2,11,2,2,0,0,1,06,073,008800,2004,2,9999,99999,99999999,9,99999,99999999,5570,0,0,0,0,0,41740,53,999,99999,99999999,A,00277301,92780,S,01935283,999,9,99999,99999999,+32.7816200,-117.1677964,L,1,99999,99999,99999,9,Y,N,66000,A,02411782,07315,4,99999,99999,34320,079,039,01779778,99999,99999999,9,999,99999,99999999,999999,78661,U,99999,U,,92111
5684,3,000,25,2,4,1,01,2,1,0,0,1,06,073,008800,2004,2,9999,99999,99999999,9,99999,99999999,5570,0,0,0,0,0,41740,53,999,99999,99999999,A,00277301,92780,S,01935283,999,9,99999,99999999,+32.7816200,-117.1677964,L,1,99999,99999,99999,9,Y,N,66000,A,02411782,07315,4,99999,99999,34320,079,039,01779778,99999,99999999,9,999,99999,99999999,999999,78661,U,99999,U,,92111
5685,3,000,25,2,4,1,14,2,2,0,0,1,06,073,008800,2004,2,9999,99999,99999999,9,99999,99999999,5570,0,0,0,0,0,41740,53,999,99999,99999999,A,00277301,92780,S,01935283,999,9,99999,99999999,+32.7816200,-117.1677964,L,1,99999,99999,99999,9,Y,N,66000,A,02411782,07315,4,99999,99999,34320,079,039,01779778,99999,99999999,9,999,99999,99999999,999999,78661,U,99999,U,,92111
5686,3,000,25,2,8,2,11,2,2,0,0,1,06,073,008800,2004,2,9999,99999,99999999,9,99999,99999999,5570,0,0,0,0,0,41740,53,999,99999,99999999,A,00277301,92780,S,01935283,999,9,99999,99999999,+32.7816200,-117.1677964,L,1,99999,99999,99999,9,Y,N,66000,A,02411782,07315,4,99999,99999,34320,079,039,01779778,99999,99999999,9,999,99999,99999999,999999,78661,U,99999,U,,92111
5687,3,000,25,2,5,1,01,2,1,0,0,1,16,055,000703,2023,2,9999,99999,99999999,9,99999,99999999,21906,0,0,0,0,0,17660,01,999,99999,99999999,A,00395661,90621,S,01936692,518,8,99999,99999999,+47.7323506,-116.8243157,L,1,99999,99999,99999,9,Y,N,16750,A,02410187,00200,4,99999,99999,00780,004,004,01779783,99999,99999999,9,999,99999,99999999,999999,18451,U,99999,U,554039,83815
5688,3,000,25,2,5,1,01,2,1,0,0,1,16,055,000703,2023,2,9999,99999,99999999,9,99999,99999999,21906,0,0,0,0,0,17660,01,999,99999,99999999,A,00395661,90621,S,01936692,518,8,99999,99999999,+47.7323506,-116.8243157,L,1,99999,99999,99999,9,Y,N,16750,A,02410187,00200,4,99999,99999,00780,004,004,01779783,99999,99999999,9,999,99999,99999999,999999,18451,U,99999,U,554039,83815
5689,3,000,25,2,5,1,01,2,1,0,0,1,16,055,000703,2023,2,9999,99999,99999999,9,99999,99999999,21906,0,0,0,0,0,17660,01,999,99999,99999999,A,00395661,90621,S,01936692,518,8,99999,99999999,+47.7323506,-116.8243157,L,1,99999,99999,99999,9,Y,N,16750,A,02410187,00200,4,99999,99999,00780,004,004,01779783,99999,99999999,9,999,99999,99999999,999999,18451,U,99999,U,554039,83815
5690,3,000,25,2,9,1,01,2,1,0,0,1,16,055,000703,2023,2,9999,99999,99999999,9,99999,99999999,21906,0,0,0,0,0,17660,01,999,99999,99999999,A,00395661,90621,S,01936692,518,8,99999,99999999,+47.7323506,-116.8243157,L,1,99999,99999,99999,9,Y,N,16750,A,02410187,00200,4,99999,99999,00780,004,004,01779783,99999,99999999,9,999,99999,99999999,999999,18451,U,99999,U,554039,83815
5691,3,000,25,2,9,1,01,2,1,0,0,1,16,055,000703,2023,2,9999,99999,99999999,9,99999,99999999,21906,0,0,0,0,0,17660,01,999,99999,99999999,A,00395661,90621,S,01936692,518,8,99999,99999999,+47.7323506,-116.8243157,L,1,99999,99999,99999,9,Y,N,16750,A,02410187,00200,4,99999,99999,00780,004,004,01779783,99999,99999999,9,999,99999,99999999,999999,18451,U,99999,U,554039,83815
5692,3,000,25,2,9,1,01,2,1,0,0,1,16,055,000703,2023,2,9999,99999,99999999,9,99999,99999999,21906,0,0,0,0,0,17660,01,999,99999,99999999,A,00395661,90621,S,01936692,518,8,99999,99999999,+47.7323506,-116.8243157,L,1,99999,99999,99999,9,Y,N,16750,A,02410187,00200,4,99999,99999,00780,004,004,01779783,99999,99999999,9,999,99999,99999999,999999,18451,U,99999,U,554039,83815
5693,3,000,25,2,9,1,01,2,1,0,0,1,16,055,000703,2023,2,9999,99999,99999999,9,99999,99999999,21906,0,0,0,0,0,17660,01,999,99999,99999999,A,00395661,90621,S,01936692,518,8,99999,99999999,+47.7323506,-116.8243157,L,1,99999,99999,99999,9,Y,N,16750,A,02410187,00200,4,99999,99999,00780,004,004,01779783,99999,99999999,9,999,99999,99999999,999999,18451,U,99999,U,554039,83815
5694,3,000,25,2,9,1,01,2,1,0,0,1,16,055,000703,2023,2,9999,99999,99999999,9,99999,99999999,21906,0,0,0,0,0,17660,01,999,99999,99999999,A,00395661,90621,S,01936692,518,8,99999,99999999,+47.7323506,-116.8243157,L,1,99999,99999,99999,9,Y,N,16750,A,02410187,00200,4,99999,99999,00780,004,004,01779783,99999,99999999,9,999,99999,99999999,999999,18451,U,99999,U,554039,83815
5695,3,000,25,2,9,1,01,2,1,0,0,1,16,055,000703,2023,2,9999,99999,99999999,9,99999,99999999,21906,0,0,0,0,0,17660,01,999,99999,99999999,A,00395661,90621,S,01936692,518,8,99999,99999999,+47.7323506,-116.8243157,L,1,99999,99999,99999,9,Y,N,16750,A,02410187,00200,4,99999,99999,00780,004,004,01779783,99999,99999999,9,999,99999,99999999,999999,18451,U,99999,U,554039,83815
5696,3,000,25,2,9,1,01,2,1,0,0,1,16,055,000703,2023,2,9999,99999,99999999,9,99999,99999999,21906,0,0,0,0,0,17660,01,999,99999,99999999,A,00395661,90621,S,01936692,518,8,99999,99999999,+47.7323506,-116.8243157,L,1,99999,99999,99999,9,Y,N,16750,A,02410187,00200,4,99999,99999,00780,004,004,01779783,99999,99999999,9,999,99999,99999999,999999,18451,U,99999,U,554039,83815
5697,3,000,20,2,63,2,11,2,2,0,0,2,48,201,430200,1001,1,9999,99999,99999999,9,99999,99999999,60076,0,0,0,0,0,26420,02,999,99999,99999999,A,01383886,91835,S,01938848,288,7,99999,99999999,+29.7803633,-095.4874105,L,1,99999,99999,99999,9,Y,N,35000,A,02410796,04613,3,99999,99999,41100,133,017,01779801,99999,99999999,9,999,99999,99999999,999999,40429,U,99999,U,000274,77024
5698,3,000,20,2,66,2,01,2,1,0,0,2,48,201,430200,1001,1,9999,99999,99999999,9,99999,99999999,60076,0,0,0,0,0,26420,02,999,99999,99999999,A,01383886,91835,S,01938848,288,7,99999,99999999,+29.7803633,-095.4874105,L,1,99999,99999,99999,9,Y,N,35000,A,02410796,04613,3,99999,99999,41100,133,017,01779801,99999,99999999,9,999,99999,99999999,999999,40429,U,99999,U,000274,77024
5699,3,000,20,2,75,2,11,2,2,0,0,2,48,201,430200,1001,1,9999,99999,99999999,9,99999,99999999,60076,0,0,0,0,0,26420,02,999,99999,99999999,A,01383886,91835,S,01938848,288,7,99999,99999999,+29.7803633,-095.4874105,L,1,99999,99999,99999,9,Y,N,35000,A,02410796,04613,3,99999,99999,41100,133,017,01779801,99999,99999999,9,999,99999,99999999,999999,40429,U,99999,U,000274,77024
5700,3,000,20,2,82,1,01,2,1,0,0,2,48,201,430200,1001,1,9999,99999,99999999,9,99999,99999999,60076,0,0,0,0,0,26420,02,999,99999,99999999,A,01383886,91835,S,01938848,288,7,99999,99999999,+29.7803633,-095.4874105,L,1,99999,99999,99999,9,Y,N,35000,A,02410796,04613,3,99999,99999,41100,133,017,01779801,99999,99999999,9,999,99999,99999999,999999,40429,U,99999,U,000274,77024
5701,3,000,20,2,82,1,01,2,1,0,0,2,48,201,430200,1001,1,9999,99999,99999999,9,99999,99999999,60076,0,0,0,0,0,26420,02,999,99999,99999999,A,01383886,91835,S,01938848,288,7,99999,99999999,+29.7803633,-095.4874105,L,1,99999,99999,99999,9,Y,N,35000,A,02410796,04613,3,99999,99999,41100,133,017,01779801,99999,99999999,9,999,99999,99999999,999999,40429,U,99999,U,000274,77024
5702,3,000,21,1,36,1,01,2,1,0,0,2,48,201,430200,1001,1,9999,99999,99999999,9,99999,99999999,60076,0,0,0,0,0,26420,02,999,99999,99999999,A,01383886,91835,S,01938848,288,7,99999,99999999,+29.7803633,-095.4874105,L,1,99999,99999,99999,9,Y,N,35000,A,02410796,04613,3,99999,99999,41100,133,017,01779801,99999,99999999,9,999,99999,99999999,999999,40429,U,99999,U,000274,77024
5703,3,000,21,1,36,1,01,2,1,0,0,2,48,201,430200,1001,1,9999,99999,99999999,9,99999,99999999,60076,0,0,0,0,0,26420,02,999,99999,99999999,A,01383886,91835,S,01938848,288,7,99999,99999999,+29.7803633,-095.4874105,L,1,99999,99999,99999,9,Y,N,35000,A,02410796,04613,3,99999,99999,41100,133,017,01779801,99999,99999999,9,999,99999,99999999,999999,40429,U,99999,U,000274,77024
5704,3,000,21,1,36,1,01,2,1,0,0,2,48,201,430200,1001,1,9999,99999,99999999,9,99999,99999999,60076,0,0,0,0,0,26420,02,999,99999,99999999,A,01383886,91835,S,01938848,288,7,99999,99999999,+29.7803633,-095.4874105,L,1,99999,99999,99999,9,Y,N,35000,A,02410796,04613,3,99999,99999,41100,133,017,01779801,99999,99999999,9,999,99999,99999999,999999,40429,U,99999,U,000274,77024
5705,3,000,21,1,36,1,01,2,1,0,0,2,48,201,430200,1001,1,9999,99999,99999999,9,99999,99999999,60076,0,0,0,0,0,26420,02,999,99999,99999999,A,01383886,91835,S,01938848,288,7,99999,99999999,+29.7803633,-095.4874105,L,1,99999,99999,99999,9,Y,N,35000,A,02410796,04613,3,99999,99999,41100,133,017,01779801,99999,99999999,9,999,99999,99999999,999999,40429,U,99999,U,000274,77024
5706,3,000,21,1,37,1,02,2,1,0,0,2,48,201,430200,1001,1,9999,99999,99999999,9,99999,99999999,60076,0,0,0,0,0,26420,02,999,99999,99999999,A,01383886,91835,S,01938848,288,7,99999,99999999,+29.7803633,-095.4874105,L,1,99999,99999,99999,9,Y,N,35000,A,02410796,04613,3,99999,99999,41100,133,017,01779801,99999,99999999,9,999,99999,99999999,999999,40429,U,99999,U,000274,77024
5707,3,000,36,2,36,1,01,2,1,0,0,2,06,073,020810,2002,2,9999,99999,99999999,9,99999,99999999,3757247,0,0,0,0,0,41740,50,999,99999,99999999,A,00277301,92550,S,01935260,999,9,99999,99999999,+33.0061362,-116.8484288,L,1,99999,99999,99999,9,N,N,59346,S,02409128,07307,4,99999,99999,31710,071,038,01779778,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,,92065
5708,3,000,36,2,37,1,01,2,1,0,0,2,06,073,020810,2002,2,9999,99999,99999999,9,99999,99999999,3757247,0,0,0,0,0,41740,50,999,99999,99999999,A,00277301,92550,S,01935260,999,9,99999,99999999,+33.0061362,-116.8484288,L,1,99999,99999,99999,9,N,N,59346,S,02409128,07307,4,99999,99999,31710,071,038,01779778,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,,92065
5709,3,000,20,2,45,2,01,2,1,0,0,2,06,073,020810,2003,2,9999,99999,99999999,9,99999,99999999,211873,0,0,0,0,0,41740,50,999,99999,99999999,A,00277301,92550,S,01935260,999,9,99999,99999999,+33.0044206,-116.8614001,L,1,99999,99999,99999,9,N,N,59346,S,02409128,07307,4,99999,99999,31710,071,038,01779778,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,,92065
5710,3,000,21,1,56,1,11,2,2,0,0,2,06,073,020810,2003,2,9999,99999,99999999,9,99999,99999999,211873,0,0,0,0,0,41740,50,999,99999,99999999,A,00277301,92550,S,01935260,999,9,99999,99999999,+33.0044206,-116.8614001,L,1,99999,99999,99999,9,N,N,59346,S,02409128,07307,4,99999,99999,31710,071,038,01779778,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,,92065
5711,3,000,21,1,66,1,01,2,1,0,0,2,06,073,020810,2003,2,9999,99999,99999999,9,99999,99999999,211873,0,0,0,0,0,41740,50,999,99999,99999999,A,00277301,92550,S,01935260,999,9,99999,99999999,+33.0044206,-116.8614001,L,1,99999,99999,99999,9,N,N,59346,S,02409128,07307,4,99999,99999,31710,071,038,01779778,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,,92065
5712,3,000,21,1,80,1,01,2,1,0,0,2,06,073,020810,2003,2,9999,99999,99999999,9,99999,99999999,211873,0,0,0,0,0,41740,50,999,99999,99999999,A,00277301,92550,S,01935260,999,9,99999,99999999,+33.0044206,-116.8614001,L,1,99999,99999,99999,9,N,N,59346,S,02409128,07307,4,99999,99999,31710,071,038,01779778,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,,92065
5713,3,000,21,2,33,1,01,2,1,0,0,2,06,073,020810,2003,2,9999,99999,99999999,9,99999,99999999,211873,0,0,0,0,0,41740,50,999,99999,99999999,A,00277301,92550,S,01935260,999,9,99999,99999999,+33.0044206,-116.8614001,L,1,99999,99999,99999,9,N,N,59346,S,02409128,07307,4,99999,99999,31710,071,038,01779778,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,,92065
5714,3,000,21,2,45,2,01,2,1,0,0,2,06,073,020810,2003,2,9999,99999,99999999,9,99999,99999999,211873,0,0,0,0,0,41740,50,999,99999,99999999,A,00277301,92550,S,01935260,999,9,99999,99999999,+33.0044206,-116.8614001,L,1,99999,99999,99999,9,N,N,59346,S,02409128,07307,4,99999,99999,31710,071,038,01779778,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,,92065
5715,3,000,25,1,12,1,01,2,1,0,0,1,06,073,020810,2003,2,9999,99999,99999999,9,99999,99999999,211873,0,0,0,0,0,41740,50,999,99999,99999999,A,00277301,92550,S,01935260,999,9,99999,99999999,+33.0044206,-116.8614001,L,1,99999,99999,99999,9,N,N,59346,S,02409128,07307,4,99999,99999,31710,071,038,01779778,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,,92065
5716,3,000,25,1,15,1,08,2,2,0,0,1,06,073,020810,2003,2,9999,99999,99999999,9,99999,99999999,211873,0,0,0,0,0,41740,50,999,99999,99999999,A,00277301,92550,S,01935260,999,9,99999,99999999,+33.0044206,-116.8614001,L,1,99999,99999,99999,9,N,N,59346,S,02409128,07307,4,99999,99999,31710,071,038,01779778,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,,92065
5717,3,000,21,2,48,1,01,2,1,0,0,2,48,085,031425,1018,1,9999,99999,99999999,9,99999,99999999,23858,0,0,0,0,0,19100,03,999,99999,99999999,A,01383828,93065,S,01939094,206,7,99999,99999999,+33.0946105,-096.6330779,L,1,19124,99999,99999,9,N,N,01924,A,02409684,01904,3,99999,99999,07890,089,008,01779801,99999,99999999,9,999,99999,99999999,999999,22042,U,99999,U,000080,75002
5718,3,000,21,2,48,1,01,2,1,0,0,2,48,085,031425,1018,1,9999,99999,99999999,9,99999,99999999,23858,0,0,0,0,0,19100,03,999,99999,99999999,A,01383828,93065,S,01939094,206,7,99999,99999999,+33.0946105,-096.6330779,L,1,19124,99999,99999,9,N,N,01924,A,02409684,01904,3,99999,99999,07890,089,008,01779801,99999,99999999,9,999,99999,99999999,999999,22042,U,99999,U,000080,75002
5719,3,000,21,2,48,1,01,2,1,0,0,2,48,085,031425,1018,1,9999,99999,99999999,9,99999,99999999,23858,0,0,0,0,0,19100,03,999,99999,99999999,A,01383828,93065,S,01939094,206,7,99999,99999999,+33.0946105,-096.6330779,L,1,19124,99999,99999,9,N,N,01924,A,02409684,01904,3,99999,99999,07890,089,008,01779801,99999,99999999,9,999,99999,99999999,999999,22042,U,99999,U,000080,75002
5720,3,000,21,2,48,1,01,2,1,0,0,2,48,085,031425,1018,1,9999,99999,99999999,9,99999,99999999,23858,0,0,0,0,0,19100,03,999,99999,99999999,A,01383828,93065,S,01939094,206,7,99999,99999999,+33.0946105,-096.6330779,L,1,19124,99999,99999,9,N,N,01924,A,02409684,01904,3,99999,99999,07890,089,008,01779801,99999,99999999,9,999,99999,99999999,999999,22042,U,99999,U,000080,75002
